review_id,user_id,product_id,product,text,rating,date,sentiment,sentiment_label,kmeans_cluster,dbscan_cluster,x,y
R0261,U009,P003,Беспроводные наушники SonicPods,"Сервис магазина порадовал, товар новый, без дефектов и царапин. Особенно заметно: быстро, надежно.",4,2026-01-09,1,позитивный,0,14,-0.19140944238594512,0.13969707315306978
R0262,U003,P004,Умные часы FitTime Pro,"Отличный товар, работает быстро и стабильно, покупкой довольна. Особенно заметно: качественно, надежно.",5,2026-04-12,1,позитивный,3,21,-0.03540627249368056,0.13916719361573676
R0263,U026,P009,Клавиатура KeyMaster RGB,"Покупка средняя, ожидания [NAME] оправдались. Особенно заметно: быстро, но царапина.",3,2026-04-15,0,негативный,1,7,0.21257032983798857,-0.19165676654964767
R0264,U023,P005,Пылесос CleanBot Mini,"Пластик дешевый, сборка хлипкая, товар не стоит своих денег. Особенно заметно: возврат, брак.",2,2026-04-21,0,негативный,2,23,0.030208558833427802,0.02635579723641288
R0265,U028,P006,Кофемашина AromaBarista,"Сервис магазина порадовал, товар новый, без дефектов и царапин. Особенно заметно: аккуратно, надежно.",4,2026-04-24,1,позитивный,0,14,-0.2061624263654697,0.1311142730259962
R0266,U032,P003,Беспроводные наушники SonicPods,"Работает лучше предыдущей модели, батарея [NAME] долго, впечатления [NAME]. Особенно заметно: выгодно, аккуратно.",4,2026-03-30,1,позитивный,3,15,-0.2990807858313164,-0.3070917012178295
R0267,U028,P002,Ноутбук VectorBook 14,"Очень удобная [NAME], пользуюсь каждый день, рекомендую к покупке. Особенно заметно: выгодно, надежно.",4,2026-01-11,1,позитивный,2,11,-0.04755996392363037,0.06232989228356444
R0268,U006,P002,Ноутбук VectorBook 14,"Покупка средняя, ожидания [NAME] оправдались. Особенно заметно: стильно, но медленно.",3,2026-02-11,0,негативный,1,7,0.19721680942643194,-0.23841197208777645
R0269,U045,P003,Беспроводные наушники SonicPods,"Отличный товар, работает быстро и стабильно, покупкой довольна. Особенно заметно: качественно, выгодно.",5,2026-02-26,1,позитивный,3,21,-0.03444342007230058,0.1385375557922046
R0270,U018,P007,Электрочайник GlassHeat,"Товар разочаровал, качество слабое, появились проблемы уже в первый день. Особенно заметно: шум, поломка.",1,2026-03-23,0,негативный,2,12,0.020789366695144553,0.022455194078051903
R0271,U026,P011,Планшет TabLine 10,"Очень удобная [NAME], пользуюсь каждый день, рекомендую к покупке. Особенно заметно: быстро, удобно.",4,2026-02-16,1,позитивный,2,11,-0.01934307470416689,0.07877388157003092
R0272,U044,P010,Монитор VisionView 27,"Очень удобная [NAME], пользуюсь каждый день, рекомендую к покупке. Особенно заметно: удобно, стильно.",4,2026-04-11,1,позитивный,2,11,-0.022751850823061668,0.04758660187170522
R0273,U024,P011,Планшет TabLine 10,"Очень довольна заказом, товар соответствует описанию и фото. Особенно заметно: быстро, выгодно.",4,2026-02-16,1,позитивный,3,16,-0.11705177978260334,0.7237375631737336
R0274,U044,P003,Беспроводные наушники SonicPods,"Пластик дешевый, сборка хлипкая, товар не стоит своих денег. Особенно заметно: неудобно, медленно.",1,2026-02-27,0,негативный,2,23,0.029973962176625558,0.025506025685129444
R0275,U037,P002,Ноутбук VectorBook 14,"Покупка удачная, устройство тихое, красивое и надежное. Особенно заметно: качественно, стильно.",4,2026-01-18,1,позитивный,2,10,0.5396955436866824,-0.14463470800901196
R0276,U016,P005,Пылесос CleanBot Mini,"Очень удобная [NAME], пользуюсь каждый день, рекомендую к покупке. Особенно заметно: стильно, выгодно.",5,2026-01-15,1,позитивный,2,11,-0.05441131709116992,0.04925709008310173
R0277,U036,P007,Электрочайник GlassHeat,"Товар понравился, всё подключилось без проблем, инструкция [NAME]. Особенно заметно: стильно, удобно.",4,2026-01-16,1,позитивный,3,4,-0.5603899522195682,-0.3028164196443421
R0278,U019,P010,Монитор VisionView 27,"Покупкой недовольна, заряд держит мало, подключение часто пропадает. Особенно заметно: царапина, брак.",2,2026-03-30,0,негативный,2,8,0.05603226017653073,0.016653904159969878
R0279,U005,P003,Беспроводные наушники SonicPods,"Сервис магазина порадовал, товар новый, без дефектов и царапин. Особенно заметно: удобно, аккуратно.",5,2026-02-27,1,позитивный,0,14,-0.1935350367605424,0.10640196840197116
R0280,U021,P011,Планшет TabLine 10,"Качество выше ожиданий, упаковка аккуратная, доставка пришла вовремя. Особенно заметно: выгодно, надежно.",4,2026-03-27,1,позитивный,2,19,0.038444640245226494,0.049097158310242806
R0281,U045,P003,Беспроводные наушники SonicPods,"За свои деньги просто супер, функциональность отличная, нареканий нет. Особенно заметно: приятно, быстро.",5,2026-03-23,1,позитивный,2,5,0.0881048058191011,0.05298842963867794
R0282,U009,P004,Умные часы FitTime Pro,"Товар разочаровал, качество слабое, появились проблемы уже в первый день. Особенно заметно: поломка, возврат.",2,2026-01-31,0,негативный,2,12,0.019196623129140722,0.02474857307864194
R0283,U024,P010,Монитор VisionView 27,"Нормально за свою цену, есть плюсы и минусы. Особенно заметно: удобно, но шум.",3,2026-03-01,0,негативный,1,3,0.10386170372540163,-0.05039914066514419
R0284,U026,P005,Пылесос CleanBot Mini,"Плохой опыт, после недели использования [NAME] неисправность. Особенно заметно: медленно, неудобно.",2,2026-04-02,0,негативный,2,1,0.022683002204261494,-0.0395438071664522
R0285,U037,P007,Электрочайник GlassHeat,"За свои деньги просто супер, функциональность отличная, нареканий нет. Особенно заметно: удобно, приятно.",5,2026-01-10,1,позитивный,2,5,0.09315445070452193,0.03941504282205821
R0286,U044,P008,Игровая мышь CyberClick,"Работает лучше предыдущей модели, батарея [NAME] долго, впечатления [NAME]. Особенно заметно: надежно, аккуратно.",4,2026-03-08,1,позитивный,3,15,-0.2996379907995863,-0.29851921349122085
R0287,U028,P003,Беспроводные наушники SonicPods,"Товар разочаровал, качество слабое, появились проблемы уже в первый день. Особенно заметно: шум, возврат.",2,2026-03-06,0,негативный,2,12,0.02244011742155392,0.021128092751598267
R0288,U020,P003,Беспроводные наушники SonicPods,"Хорошая [NAME], приятный дизайн, цена полностью оправдана. Особенно заметно: качественно, выгодно.",5,2026-01-22,1,позитивный,2,2,-0.01083552475015252,-0.02047097053563057
R0289,U006,P005,Пылесос CleanBot Mini,"Работает лучше предыдущей модели, батарея [NAME] долго, впечатления [NAME]. Особенно заметно: выгодно, удобно.",4,2026-02-02,1,позитивный,3,15,-0.29310721061103084,-0.31760986985014905
R0290,U020,P011,Планшет TabLine 10,"Работает лучше предыдущей модели, батарея [NAME] долго, впечатления [NAME]. Особенно заметно: надежно, выгодно.",4,2026-03-20,1,позитивный,3,15,-0.2950680055376463,-0.31254518779004276
R0291,U010,P010,Монитор VisionView 27,"Очень довольна заказом, товар соответствует описанию и фото. Особенно заметно: качественно, аккуратно.",4,2026-01-22,1,позитивный,3,16,-0.12984438817886407,0.707025751348807
R0292,U003,P010,Монитор VisionView 27,"Доставка задержалась, коробка была мятая, впечатление испорчено. Особенно заметно: брак, поломка.",2,2026-04-16,0,негативный,2,18,0.05412592113901976,0.012607243619835753
R0293,U017,P010,Монитор VisionView 27,"Очень довольна заказом, товар соответствует описанию и фото. Особенно заметно: аккуратно, выгодно.",5,2026-03-25,1,позитивный,3,16,-0.14852556816212434,0.7251726241097041
R0294,U002,P011,Планшет TabLine 10,"Плохой опыт, после недели использования [NAME] неисправность. Особенно заметно: возврат, поломка.",2,2026-03-05,0,негативный,2,1,0.02209435733972878,-0.038365250252067766
R0295,U031,P005,Пылесос CleanBot Mini,"Описание на сайте красивое, но в реальности товар заметно хуже. Особенно заметно: возврат, царапина.",2,2026-02-01,0,негативный,2,20,0.07983768350524549,-0.00530878992387768
R0296,U045,P002,Ноутбук VectorBook 14,"Покупка удачная, устройство тихое, красивое и надежное. Особенно заметно: стильно, приятно.",5,2026-01-08,1,позитивный,2,10,0.5334669185823396,-0.14715654368249526
R0297,U022,P004,Умные часы FitTime Pro,"За свои деньги просто супер, функциональность отличная, нареканий нет. Особенно заметно: качественно, приятно.",5,2026-03-19,1,позитивный,2,5,0.08852610918610682,0.05470623553929761
R0298,U024,P003,Беспроводные наушники SonicPods,"За свои деньги просто супер, функциональность отличная, нареканий нет. Особенно заметно: приятно, стильно.",4,2026-03-07,1,позитивный,2,5,0.08128851152849569,0.03480177625295741
R0299,U018,P002,Ноутбук VectorBook 14,"Качество выше ожиданий, упаковка аккуратная, доставка пришла вовремя. Особенно заметно: быстро, надежно.",5,2026-02-27,1,позитивный,2,19,0.05561418341363945,0.08417506474576432
R0300,U040,P007,Электрочайник GlassHeat,"Очень удобная [NAME], пользуюсь каждый день, рекомендую к покупке. Особенно заметно: качественно, выгодно.",4,2026-02-23,1,позитивный,2,11,-0.03728394833108947,0.06787458161949231
R0301,U021,P012,Роутер HomeNet AX,"Покупкой недовольна, заряд держит мало, подключение часто пропадает. Особенно заметно: неудобно, царапина.",2,2026-01-25,0,негативный,2,8,0.05464692237342517,0.016692303482378098
R0302,U032,P005,Пылесос CleanBot Mini,"Покупка удачная, устройство тихое, красивое и надежное. Особенно заметно: стильно, удобно.",5,2026-01-03,1,позитивный,2,10,0.5202711997505167,-0.16465085806535765
R0303,U038,P004,Умные часы FitTime Pro,"Товар понравился, всё подключилось без проблем, инструкция [NAME]. Особенно заметно: стильно, выгодно.",5,2026-02-15,1,позитивный,3,4,-0.5657004168066124,-0.2942563605667849
R0304,U044,P011,Планшет TabLine 10,"Отличный товар, работает быстро и стабильно, покупкой довольна. Особенно заметно: удобно, приятно.",4,2026-03-02,1,позитивный,3,21,-0.011952436070791524,0.13020078831282675
R0305,U017,P003,Беспроводные наушники SonicPods,"Покупка удачная, устройство тихое, красивое и надежное. Особенно заметно: качественно, быстро.",5,2026-04-04,1,позитивный,2,10,0.5481956459383591,-0.12296648084894982
R0306,U004,P007,Электрочайник GlassHeat,"Покупка средняя, ожидания [NAME] оправдались. Особенно заметно: выгодно, но шум.",3,2026-03-14,0,негативный,1,7,0.20194970332724174,-0.23140596875084157
R0307,U033,P007,Электрочайник GlassHeat,"Пришёл брак, пришлось писать в поддержку и оформлять возврат. Особенно заметно: шум, неудобно.",2,2026-02-27,0,негативный,2,13,0.04898684473977879,-0.00011429496030844408
R0308,U026,P002,Ноутбук VectorBook 14,"Пластик дешевый, сборка хлипкая, товар не стоит своих денег. Особенно заметно: поломка, медленно.",2,2026-02-17,0,негативный,2,23,0.029628924280717804,0.025662902090652397
R0309,U013,P003,Беспроводные наушники SonicPods,"Работает лучше предыдущей модели, батарея [NAME] долго, впечатления [NAME]. Особенно заметно: быстро, стильно.",4,2026-03-19,1,позитивный,3,15,-0.27702125408791867,-0.29096560796209237
R0310,U009,P001,Смартфон Aurora X1,"Сервис магазина порадовал, товар новый, без дефектов и царапин. Особенно заметно: стильно, удобно.",5,2026-04-02,1,позитивный,0,14,-0.21267070286177006,0.08104837595681616
R0311,U033,P010,Монитор VisionView 27,"Очень довольна заказом, товар соответствует описанию и фото. Особенно заметно: качественно, удобно.",5,2026-01-18,1,позитивный,3,16,-0.13209759969733037,0.7066020312848752
R0312,U040,P007,Электрочайник GlassHeat,"Не подошло, работает нестабильно, интерфейс неудобный и медленный. Особенно заметно: поломка, возврат.",1,2026-04-05,0,негативный,2,17,0.03153453855066178,-0.003333774709635363
R0313,U035,P009,Клавиатура KeyMaster RGB,"Покупка средняя, ожидания [NAME] оправдались. Особенно заметно: стильно, но брак.",3,2026-03-04,0,негативный,1,7,0.1870279041738426,-0.2259853913402606
R0314,U022,P006,Кофемашина AromaBarista,"Покупка удачная, устройство тихое, красивое и надежное. Особенно заметно: выгодно, аккуратно.",5,2026-03-28,1,позитивный,2,10,0.5218551447692867,-0.1319231838920656
R0315,U045,P012,Роутер HomeNet AX,"Сервис магазина порадовал, товар новый, без дефектов и царапин. Особенно заметно: выгодно, качественно.",5,2026-03-22,1,позитивный,0,14,-0.2051247215863119,0.10391595983850577
R0316,U037,P010,Монитор VisionView 27,"Можно пользоваться, но качество не идеальное. Особенно заметно: надежно, но медленно.",3,2026-01-30,0,негативный,1,22,0.07471622719889331,-0.040994100288189235
R0317,U044,P003,Беспроводные наушники SonicPods,"Качество выше ожиданий, упаковка аккуратная, доставка пришла вовремя. Особенно заметно: приятно, быстро.",5,2026-02-01,1,позитивный,2,19,0.06538821880800216,0.06037245606761041
R0318,U021,P008,Игровая мышь CyberClick,"Хорошая [NAME], приятный дизайн, цена полностью оправдана. Особенно заметно: аккуратно, выгодно.",5,2026-02-23,1,позитивный,2,2,-0.02820624095432945,-0.0037265105415174764
R0319,U031,P010,Монитор VisionView 27,"Обычный товар, в целом работает, но без сильных преимуществ. Особенно заметно: надежно, но царапина.",3,2026-04-22,0,негативный,1,6,1.9218227135586026e-05,-0.059428621509350334
R0320,U021,P009,Клавиатура KeyMaster RGB,"Покупка удачная, устройство тихое, красивое и надежное. Особенно заметно: качественно, удобно.",4,2026-03-26,1,позитивный,2,10,0.537255439268182,-0.14230091452670324
